user_id,latitude,longitude,datetime,hour,day,day_of_week,weekday,month,is_weekend,step_distance_km,duration_sec,calculated_speed_kmh
USER_000,17.385451,78.48400849999999,2008-10-23 02:53:04,2,23,Thursday,3,10,0,0.0,0.0,0.0
USER_000,17.3854415,78.484025,2008-10-23 02:53:10,2,23,Thursday,3,10,0,0.002044878599543521,6.0,1.2269271597261127
USER_000,17.385443000000002,78.48400849999999,2008-10-23 02:53:15,2,23,Thursday,3,10,0,0.0017588260829875747,5.0,1.2663547797510537
USER_000,17.385444,78.4839925,2008-10-23 02:53:20,2,23,Thursday,3,10,0,0.0017014793321669787,5.0,1.2250651191602246
USER_000,17.3854275,78.4839315,2008-10-23 02:53:25,2,23,Thursday,3,10,0,0.006728016910714157,5.0,4.844172175714193
USER_000,17.3854055,78.483813,2008-10-23 02:53:30,2,23,Thursday,3,10,0,0.012810386849438362,5.0,9.223478531595621
USER_000,17.385404,78.48368049999999,2008-10-23 02:53:35,2,23,Thursday,3,10,0,0.014061246682761173,5.0,10.124097611588045
USER_000,17.3853815,78.48355849999999,2008-10-23 02:53:40,2,23,Thursday,3,10,0,0.013185583882306694,5.0,9.49362039526082
USER_000,17.3853695,78.483447,2008-10-23 02:53:45,2,23,Thursday,3,10,0,0.011906843655531197,5.0,8.572927431982462
USER_000,17.385403,78.48333249999999,2008-10-23 02:53:50,2,23,Thursday,3,10,0,0.01270837783318278,5.0,9.1500320398916
USER_000,17.385384000000002,78.4832555,2008-10-23 02:53:55,2,23,Thursday,3,10,0,0.008439584425132323,5.0,6.076500786095273
USER_000,17.385393,78.483158,2008-10-23 02:54:00,2,23,Thursday,3,10,0,0.010394515119423282,5.0,7.484050885984763
USER_000,17.3853805,78.48306349999999,2008-10-23 02:54:05,2,23,Thursday,3,10,0,0.010123752020485639,5.0,7.28910145474966
USER_000,17.385368,78.482977,2008-10-23 02:54:10,2,23,Thursday,3,10,0,0.009283602082352987,5.0,6.6841934992941505
USER_000,17.385361500000002,78.48289399999999,2008-10-23 02:54:15,2,23,Thursday,3,10,0,0.008837165540077093,5.0,6.362759188855507
USER_000,17.385358,78.48278149999999,2008-10-23 02:54:20,2,23,Thursday,3,10,0,0.011944299408669713,5.0,8.599895574242193
USER_000,17.385361500000002,78.4827115,2008-10-23 02:54:25,2,23,Thursday,3,10,0,0.007438250670990249,5.0,5.355540483112979
USER_000,17.385387,78.4826055,2008-10-23 02:54:30,2,23,Thursday,3,10,0,0.011600089332021267,5.0,8.352064319055312
USER_000,17.385384000000002,78.48250349999999,2008-10-23 02:54:35,2,23,Thursday,3,10,0,0.010828885743869992,5.0,7.796797735586393
USER_000,17.385369,78.482374,2008-10-23 02:54:40,2,23,Thursday,3,10,0,0.013842766083648496,5.0,9.966791580226916
USER_000,17.3853505,78.4822535,2008-10-23 02:54:45,2,23,Thursday,3,10,0,0.012951291594392771,5.0,9.324929947962795
USER_000,17.385366,78.482204,2008-10-23 02:54:50,2,23,Thursday,3,10,0,0.005528236298289904,5.0,3.9803301347687308
USER_000,17.385352,78.4821125,2008-10-23 02:54:55,2,23,Thursday,3,10,0,0.009833541908019095,5.0,7.080150173773748
USER_000,17.3853425,78.482013,2008-10-23 02:55:00,2,23,Thursday,3,10,0,0.010611172085000453,5.0,7.640043901200326
USER_000,17.3853135,78.48192,2008-10-23 02:55:05,2,23,Thursday,3,10,0,0.010382190747200428,5.0,7.475177337984308
USER_000,17.3853425,78.481821,2008-10-23 02:55:10,2,23,Thursday,3,10,0,0.010989172187289153,5.0,7.91220397484819
USER_000,17.38534,78.481709,2008-10-23 02:55:15,2,23,Thursday,3,10,0,0.011888151568466197,5.0,8.559469129295662
USER_000,17.3853505,78.4816295,2008-10-23 02:55:20,2,23,Thursday,3,10,0,0.008516567003371955,5.0,6.131928242427807
USER_000,17.385409,78.4819615,2008-10-23 02:55:25,2,23,Thursday,3,10,0,0.03582573381741216,5.0,25.79452834853675
USER_000,17.3854245,78.4818535,2008-10-23 02:55:30,2,23,Thursday,3,10,0,0.01158931004342057,5.0,8.34430323126281
USER_000,17.3854105,78.4817705,2008-10-23 02:55:35,2,23,Thursday,3,10,0,0.008944074181255184,5.0,6.439733410503733
